Cause Name,Discovery Calendar Year,Discovery Date (Years),Fire Size Class,Statiscal Fire Cause,Fire Number,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Month,Total Acres Burned,Fire Name
Arson,"2,002","2,002",10 - 100 acres,7,403,31.4728,-93.7875,8,35,HORNET #1
Lightning,"2,002","2,002",0.5 - 10 acres,1,94,43.7186,-113.2517,8,2,KING
Lightning,"2,002","2,002",< 0.25 acres,1,98,48.8267,-115.7019,8,0,SOUTH FORK YAAK
Lightning,"2,002","2,002",< 0.25 acres,1,95,44.4667,-115.2939,8,0,BLUE BUNCH II
Miscellaneous,"2,002","2,002",< 0.25 acres,9,128,34.2733,-117.1806,8,0,BRUIN
Lightning,"2,002","2,002",< 0.25 acres,1,82,45.4222,-118.1142,8,0,BIG TREE
Lightning,"2,002","2,002",< 0.25 acres,1,56,37.6722,-109.905,8,0,WOODENSHOE
Lightning,"2,002","2,002",< 0.25 acres,1,72,47.7942,-115.9853,8,0,ANGLE 6
Lightning,"2,002","2,002",< 0.25 acres,1,54,37.7331,-109.8122,8,0,BULL
Lightning,"2,002","2,002",< 0.25 acres,1,67,46.2783,-115.525,8,0,INTERSECTION
Lightning,"2,002","2,002",< 0.25 acres,1,259,35.16,-111.6183,8,0,GOLF
Lightning,"2,002","2,002",< 0.25 acres,1,43,48.7831,-117.4936,8,0,DUSTY
Lightning,"2,002","2,002",< 0.25 acres,1,57,42.395,-105.5192,8,0,DOUBLE TREE
Lightning,"2,002","2,002",< 0.25 acres,1,219,44.2683,-115.8247,8,0,NOSE
Lightning,"2,002","2,002",< 0.25 acres,1,40,39.8478,-107.5881,8,0,SHADOW
Lightning,"2,002","2,002",< 0.25 acres,1,203,34.4542,-111.0811,8,0,OHACO
Lightning,"2,002","2,002",< 0.25 acres,1,68,48.7992,-117.0311,8,0,MUSKEGON LAKE
Lightning,"2,002","2,002",< 0.25 acres,1,57,48.6028,-118.6836,8,0,INCIDENT 165
Lightning,"2,002","2,002",< 0.25 acres,1,114,39.4172,-105.1683,8,0,SHEEP MOUNTAIN
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,42,41.8892,-123.8019,8,0,BAR O
Lightning,"2,002","2,002",< 0.25 acres,1,71,33.6369,-105.4817,8,0,WEST
Campfire,"2,002","2,002",< 0.25 acres,4,30,44.7247,-109.4167,8,0,HENRY'S MILL
Lightning,"2,002","2,002",< 0.25 acres,1,57,37.7225,-109.9356,8,0,SHOE
Arson,"2,002","2,002","300 - 1,000 acres",7,129,34.2175,-117.4678,8,554,LYTLE
Lightning,"2,002","2,002",< 0.25 acres,1,102,48.6003,-115.7508,8,0,SKYLINE
Lightning,"2,002","2,002",< 0.25 acres,1,307,43.0269,-121.0386,8,0,HAGER
Lightning,"2,002","2,002",< 0.25 acres,1,260,34.9042,-111.65,8,0,PIT
Lightning,"2,002","2,002",0.5 - 10 acres,1,87,38.8328,-119.7575,8,2,RIVER RANCH
Lightning,"2,002","2,002",< 0.25 acres,1,91,36.5878,-107.2758,8,0,VIGAS
Miscellaneous,"2,002","2,002",< 0.25 acres,9,91,34.4544,-112.4572,8,0,WOLFCREEK
Lightning,"2,002","2,002",< 0.25 acres,1,84,47.3353,-115.0847,8,0,TAMARACK HILL
Lightning,"2,002","2,002",< 0.25 acres,1,302,42.965,-121.0728,8,0,SPADE
Lightning,"2,002","2,002",< 0.25 acres,1,125,48.1864,-115.8928,8,0,DRY II
Lightning,"2,002","2,002",0.5 - 10 acres,1,79,47.2281,-114.9853,8,1,DRY CR.
Miscellaneous,"2,002","2,002",< 0.25 acres,9,53,35.4856,-118.6839,8,0,COW
Lightning,"2,002","2,002",< 0.25 acres,1,99,48.8039,-115.6703,8,0,BEAVER BROWNING
Lightning,"2,002","2,002",0.5 - 10 acres,1,119,34.5703,-106.3819,8,1,THUNDERBIRD
Lightning,"2,002","2,002",< 0.25 acres,1,95,48.1358,-115.835,8,0,BERRAY MTN
Lightning,"2,002","2,002",0.5 - 10 acres,1,97,48.1608,-115.9167,8,0,SOUTH FORK MULLET
Lightning,"2,002","2,002",< 0.25 acres,1,67,43.2419,-110.6375,8,0,BEAVER
Lightning,"2,002","2,002",< 0.25 acres,1,103,47.9025,-115.9414,8,0,GEM 1
Campfire,"2,002","2,002",< 0.25 acres,4,74,47.9339,-113.5356,8,0,RIVER OVERVIEW
Lightning,"2,002","2,002",< 0.25 acres,1,83,47.3272,-114.9444,8,0,BOLD FACE
Lightning,"2,002","2,002",< 0.25 acres,1,97,45.5883,-104.1392,8,0,PIONEER
Lightning,"2,002","2,002",< 0.25 acres,1,308,42.7083,-120.7933,8,0,SLIDE
Lightning,"2,002","2,002",< 0.25 acres,1,98,45.6906,-104.1597,8,0,OLD SAWMILL
Lightning,"2,002","2,002",< 0.25 acres,1,99,45.5886,-104.1803,8,0,V BAR M 2
Campfire,"2,002","2,002",< 0.25 acres,4,111,47.7661,-120.7656,8,0,MILE POST 82.5
Lightning,"2,002","2,002",0.5 - 10 acres,1,56,48.8386,-118.5278,8,1,INCIDENT 149
Lightning,"2,002","2,002",< 0.25 acres,1,100,45.5592,-104.0778,8,0,CRASE SPRING
Lightning,"2,002","2,002",< 0.25 acres,1,101,45.6822,-104.2469,8,0,DEVILS CANYON
Lightning,"2,002","2,002",< 0.25 acres,1,102,45.5883,-104.2006,8,0,WELLER
Lightning,"2,002","2,002",0.5 - 10 acres,1,103,45.545,-104.12,8,2,CAPITOL
Lightning,"2,002","2,002",< 0.25 acres,1,104,45.5883,-104.1803,8,0,KERR
Lightning,"2,002","2,002",0.5 - 10 acres,1,127,44.3406,-119.3647,8,2,OR-MAF-253
Lightning,"2,002","2,002",< 0.25 acres,1,143,43.8919,-119.0611,8,0,OR-BFZ-2313
Lightning,"2,002","2,002",< 0.25 acres,1,128,44.1492,-118.6814,8,0,OR-MAF-254
Arson,"2,002","2,002",< 0.25 acres,7,67,38.6669,-120.2181,8,0,FORK
Lightning,"2,002","2,002",< 0.25 acres,1,105,45.6761,-104.2211,8,0,DEAD HORSE
Lightning,"2,002","2,002",0.5 - 10 acres,1,72,33.5717,-105.3486,8,1,SAWMILL
Lightning,"2,002","2,002",< 0.25 acres,1,136,35.1944,-112.0761,8,0,SEVEN BAR
Lightning,"2,002","2,002",< 0.25 acres,1,129,44.2639,-118.4139,8,0,OR-MAF-255
Lightning,"2,002","2,002",< 0.25 acres,1,66,40.7608,-105.5075,8,0,MARY BETH
Lightning,"2,002","2,002",< 0.25 acres,1,13,46.7711,-110.7469,8,0,SHELLY
Lightning,"2,002","2,002",< 0.25 acres,1,76,48.59,-116.2317,8,0,BLACK CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,106,45.6594,-104.2117,8,1,JACK SPRING
Lightning,"2,002","2,002",< 0.25 acres,1,314,42.6989,-120.8206,8,0,KELLY
Lightning,"2,002","2,002",< 0.25 acres,1,105,48.18,-115.9239,8,0,DRY RIDGE
Lightning,"2,002","2,002","> 5,000 acres",1,107,45.6614,-104.1189,8,"69,900",KRAFT SPRINGS
Lightning,"2,002","2,002",< 0.25 acres,1,130,44.2533,-118.4306,8,0,OR-MAF-256
Campfire,"2,002","2,002",< 0.25 acres,4,11,44.0167,-71.5,8,0,GREELEY POND
Lightning,"2,002","2,002",< 0.25 acres,1,90,36.5939,-107.2678,8,0,VIGAS 2
Lightning,"2,002","2,002",< 0.25 acres,1,263,35.1292,-111.4069,8,0,FOSTER
Lightning,"2,002","2,002",< 0.25 acres,1,74,47.9917,-116.1517,8,0,WHITETAIL
Lightning,"2,002","2,002",< 0.25 acres,1,262,35.1564,-111.6133,8,0,SKUNK
Lightning,"2,002","2,002",0.5 - 10 acres,1,172,36.1525,-106.8847,8,1,SAN JOSE
Lightning,"2,002","2,002",< 0.25 acres,1,77,48.45,-117.0978,8,0,BIG CEDAR
Campfire,"2,002","2,002",< 0.25 acres,4,145,36.3239,-115.6667,8,0,TWO
Equipment Use,"2,002","2,002",< 0.25 acres,2,164,41.6547,-117.5478,8,0,MINIBUS
Lightning,"2,002","2,002",< 0.25 acres,1,73,47.785,-115.8869,8,0,TAYLOR PK
Lightning,"2,002","2,002",< 0.25 acres,1,315,42.6994,-120.7653,8,0,PEEKABOO
Lightning,"2,002","2,002",< 0.25 acres,1,29,43.4722,-111.2931,8,0,ROLLER
Lightning,"2,002","2,002",< 0.25 acres,1,118,45.0067,-118.7214,8,0,ASIAN
Lightning,"2,002","2,002",< 0.25 acres,1,67,40.7842,-105.5344,8,0,SOUTH LONE PINE
Lightning,"2,002","2,002",< 0.25 acres,1,107,48.2964,-115.9264,8,0,THICKET CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,320,42.9769,-121.2256,8,0,LOST-N-FOUND
Lightning,"2,002","2,002",< 0.25 acres,1,75,47.8017,-116.1519,8,0,SUBURBAN PEAK
Smoking,"2,002","2,002",0.5 - 10 acres,3,68,38.6844,-120.0939,8,0,THUNDER
Lightning,"2,002","2,002",0.5 - 10 acres,1,27,40.1975,-107.3347,8,0,STINSBY
Lightning,"2,002","2,002",0.5 - 10 acres,1,52,48.8425,-117.1497,8,0,BEE
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,82,33.7636,-117.4928,8,1,IVY
Lightning,"2,002","2,002",< 0.25 acres,1,104,47.9061,-115.9406,8,0,GEM 2
Lightning,"2,002","2,002",10 - 100 acres,1,99,32.6603,-109.8975,8,15,GRANT FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,60,37.735,-109.8156,8,0,STEAMBOAT POINT
Lightning,"2,002","2,002",< 0.25 acres,1,106,47.6169,-115.6686,8,0,SMOKING BEAVER
Lightning,"2,002","2,002",0.5 - 10 acres,1,59,37.7422,-109.8289,8,2,WEST STEAMBOAT
Lightning,"2,002","2,002",< 0.25 acres,1,119,45.8994,-117.7161,8,0,LOOKOUT
Lightning,"2,002","2,002",0.5 - 10 acres,1,158,43.6433,-103.6083,8,1,CICERO
Lightning,"2,002","2,002",0.5 - 10 acres,1,157,43.7867,-103.5467,8,1,CALAMITY PEAK
Lightning,"2,002","2,002",< 0.25 acres,1,92,36.9022,-107.2825,8,0,BANCOS MESA
Lightning,"2,002","2,002",< 0.25 acres,1,19,48.3506,-114.7347,8,0,INGALLS MOUNTAIN
Lightning,"2,002","2,002",< 0.25 acres,1,75,48.3506,-114.735,8,0,INGALLS MOUNTAIN
Lightning,"2,002","2,002",< 0.25 acres,1,112,48.7508,-115.6508,8,0,FIX RANCH
Lightning,"2,002","2,002",0.5 - 10 acres,1,51,48.3669,-117.8128,8,4,ROCKY FIRE
Lightning,"2,002","2,002",0.5 - 10 acres,1,266,35.2133,-111.5183,8,0,BANK
Lightning,"2,002","2,002",0.5 - 10 acres,1,322,43.0281,-121.2044,8,0,SLURRY
Lightning,"2,002","2,002",10 - 100 acres,1,108,45.7061,-104.2319,8,35,RUSTLER DIVIDE
Lightning,"2,002","2,002",0.5 - 10 acres,1,58,37.8967,-109.4847,8,1,PRAIRIE DOG
Lightning,"2,002","2,002",< 0.25 acres,1,133,45.9564,-115.2764,8,0,INDIAN HILL CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,136,45.4503,-114.9286,8,0,DEVILS TOOTH
Lightning,"2,002","2,002",0.5 - 10 acres,1,173,36.0178,-106.6517,8,1,JAROSA
Lightning,"2,002","2,002",< 0.25 acres,1,87,47.1422,-113.0828,8,0,AVALANCHE FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,84,47.5272,-121.02,8,0,MEADOW CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,78,48.4683,-116.1917,8,0,UPPER GROUSE # 10
Lightning,"2,002","2,002",< 0.25 acres,1,109,47.9517,-115.6019,8,0,GREEN GOAT
Lightning,"2,002","2,002",< 0.25 acres,1,134,45.9561,-115.3872,8,0,FIVE MILE
Lightning,"2,002","2,002",< 0.25 acres,1,70,40.9108,-105.6342,8,0,ACME CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,85,46.33,-113.9706,8,0,LITTLE WILLOW
Miscellaneous,"2,002","2,002",< 0.25 acres,9,36,45.1172,-121.8358,8,0,ANVIL CREEK
Campfire,"2,002","2,002",0.5 - 10 acres,4,35,45.4436,-121.7383,8,0,STUMP CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,69,40.4375,-105.4972,8,1,EAST MCGRAW
Lightning,"2,002","2,002",0.5 - 10 acres,1,101,32.6103,-109.8133,8,1,SECOND FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,132,45.8267,-115.4856,8,0,61
Lightning,"2,002","2,002",< 0.25 acres,1,131,45.8347,-115.4814,8,0,GULCH
Lightning,"2,002","2,002",< 0.25 acres,1,131,44.2428,-118.4114,8,0,OR-MAF-258
Lightning,"2,002","2,002",< 0.25 acres,1,80,47.045,-116.0083,8,0,BIRTHDAY
Lightning,"2,002","2,002",< 0.25 acres,1,129,45.845,-116.0283,8,0,COVE
Lightning,"2,002","2,002",< 0.25 acres,1,66,48.7236,-118.5708,8,0,INCIDENT 159
Lightning,"2,002","2,002",< 0.25 acres,1,85,48.0367,-120.67,8,0,ANTHEM CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,128,39.2647,-105.1517,8,0,RUBY
Lightning,"2,002","2,002",< 0.25 acres,1,132,44.1606,-118.3144,8,0,OR-MAF-259
Lightning,"2,002","2,002",< 0.25 acres,1,134,44.8389,-115.67,8,0,FOUR MILE
Lightning,"2,002","2,002",0.5 - 10 acres,1,100,31.4614,-110.3272,8,1,BROWN
Lightning,"2,002","2,002",0.5 - 10 acres,1,267,35.0933,-111.8872,8,1,JOURNEY
Lightning,"2,002","2,002",< 0.25 acres,1,133,44.2317,-118.4861,8,0,OR-MAF-260
Lightning,"2,002","2,002",< 0.25 acres,1,135,44.6372,-118.4842,8,0,OR-MAF-261
Lightning,"2,002","2,002",< 0.25 acres,1,129,39.3583,-105.175,8,0,LONG SCRAG
Lightning,"2,002","2,002",< 0.25 acres,1,268,35.115,-111.9383,8,0,VOLUNTEER
Lightning,"2,002","2,002",< 0.25 acres,1,134,44.2428,-118.5139,8,0,OR-MAF-262
Lightning,"2,002","2,002",< 0.25 acres,1,63,48.2094,-120.1772,8,0,OXIDE CANYON
Lightning,"2,002","2,002",0.5 - 10 acres,1,93,36.5442,-105.9847,8,3,MESA FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,17,41.25,-106.2675,8,0,CINNABAR PARK
Lightning,"2,002","2,002",< 0.25 acres,1,53,48.2964,-117.1378,8,0,NONAME #10
Lightning,"2,002","2,002",0.5 - 10 acres,1,136,44.6681,-118.9017,8,0,OR-MAF-263
Lightning,"2,002","2,002",< 0.25 acres,1,120,33.9192,-107.5506,8,0,DURFEE
Lightning,"2,002","2,002",< 0.25 acres,1,61,41.4783,-121.0925,8,0,CRAIG
Lightning,"2,002","2,002",< 0.25 acres,1,39,39.775,-107.6444,8,0,MANSFIELD
Lightning,"2,002","2,002",< 0.25 acres,1,138,44.1533,-118.2644,8,0,OR-MAF-264
Lightning,"2,002","2,002",< 0.25 acres,1,137,44.0017,-118.6964,8,0,OR-MAF-265
Lightning,"2,002","2,002",< 0.25 acres,1,121,45.5128,-118.1192,8,0,AUGUST
Lightning,"2,002","2,002",< 0.25 acres,1,117,48.5769,-115.6122,8,0,MT TOM
Lightning,"2,002","2,002",< 0.25 acres,1,122,45.5,-118.1167,8,0,POT CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,108,48.4458,-116.0583,8,1,SMITH MID
Lightning,"2,002","2,002",< 0.25 acres,1,77,47.4683,-113.5511,8,0,NECKLACE LAKE
Lightning,"2,002","2,002",< 0.25 acres,1,111,48.7958,-114.9903,8,0,BARNABY 1
Miscellaneous,"2,002","2,002",< 0.25 acres,9,78,47.6,-120.935,8,0,MUD BOG
Lightning,"2,002","2,002",< 0.25 acres,1,144,43.9956,-118.7567,8,0,OR-BFZ-2329
Debris Burning,"2,002","2,002",< 0.25 acres,5,60,41.9869,-121.5708,8,0,INCINERATOR
Lightning,"2,002","2,002",< 0.25 acres,1,120,44.9789,-119.6897,8,0,WHITETAIL
Campfire,"2,002","2,002",< 0.25 acres,4,109,40.7833,-123.0669,8,0,CONRAD
Lightning,"2,002","2,002",< 0.25 acres,1,113,48.1458,-115.8008,8,0,2272
Campfire,"2,002","2,002",< 0.25 acres,4,166,43.7233,-121.6294,8,0,1485
Lightning,"2,002","2,002",0.5 - 10 acres,1,71,43.4897,-110.5569,8,1,FLAT CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,109,45.6175,-104.1803,8,0,LANTIS SPRINGS
Miscellaneous,"2,002","2,002",< 0.25 acres,9,92,34.7911,-112.9236,8,0,SHIVERS
Arson,"2,002","2,002",0.5 - 10 acres,7,33,31.195,-93.7639,8,1,TURPENTINE
Lightning,"2,002","2,002",< 0.25 acres,1,130,45.945,-115.7433,8,0,MOUNTAIN HOUSE
Lightning,"2,002","2,002",< 0.25 acres,1,114,48.4247,-116.0122,8,0,GOAT
Campfire,"2,002","2,002",< 0.25 acres,4,110,48.4083,-115.5556,8,0,RACE TRACK #9
Lightning,"2,002","2,002",< 0.25 acres,1,37,34.5144,-119.2744,8,0,GORGE
Campfire,"2,002","2,002",0.5 - 10 acres,4,57,38.2956,-112.3656,8,1,PUFFER
Lightning,"2,002","2,002",< 0.25 acres,1,145,44.0172,-118.7436,8,0,OR-BFZ-2331
Lightning,"2,002","2,002",< 0.25 acres,1,139,44.5928,-118.8344,8,0,OR-MAF-269
Miscellaneous,"2,002","2,002",< 0.25 acres,9,64,48.2708,-120.25,8,0,MISSION CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,135,44.9172,-115.8189,8,0,WEST FORK
Lightning,"2,002","2,002",< 0.25 acres,1,130,39.3272,-105.0522,8,0,TRAIL 685
Lightning,"2,002","2,002",0.5 - 10 acres,1,71,38.7417,-107.2283,8,0,SHEEP
Lightning,"2,002","2,002",< 0.25 acres,1,24,45.9431,-121.6847,8,0,DOUBLE A
Campfire,"2,002","2,002",< 0.25 acres,4,167,43.9506,-121.2236,8,0,1489
Lightning,"2,002","2,002",< 0.25 acres,1,83,48.6933,-116.5831,8,0,COOKS LAKE
Miscellaneous,"2,002","2,002",< 0.25 acres,9,146,36.2733,-115.5231,8,0,HARRIS
Arson,"2,002","2,002",< 0.25 acres,7,75,46.625,-121.2714,8,0,SOUTH CLEAR LAKE
Lightning,"2,002","2,002",< 0.25 acres,1,73,32.9486,-105.6597,8,0,SULLIVAN
Equipment Use,"2,002","2,002",< 0.25 acres,2,147,34.6297,-118.7158,8,0,GRAY
Campfire,"2,002","2,002",< 0.25 acres,4,69,38.7089,-120.5436,8,0,BLUE
Equipment Use,"2,002","2,002",< 0.25 acres,2,148,34.4364,-118.2908,8,0,SPEED
Lightning,"2,002","2,002",< 0.25 acres,1,79,47.8183,-116.0189,8,0,LITTLE SENTINEL
Lightning,"2,002","2,002",< 0.25 acres,1,126,45.8867,-115.2683,8,0,SHEEP DRIVE
Lightning,"2,002","2,002",0.5 - 10 acres,1,29,45.1619,-110.9072,8,1,WIGWAM
Lightning,"2,002","2,002",0.5 - 10 acres,1,137,45.1519,-116.4186,8,1,BULL
Lightning,"2,002","2,002",< 0.25 acres,1,227,33.4703,-108.0453,8,0,DOAGY FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,26,43.7111,-110.9869,8,0,SPRING CANYON
Lightning,"2,002","2,002",< 0.25 acres,1,82,47.8183,-116.0189,8,0,BEAR BED
Lightning,"2,002","2,002",0.5 - 10 acres,1,68,43.1581,-109.9381,8,0,LITTLE BOULDER
Lightning,"2,002","2,002",0.5 - 10 acres,1,68,40.7103,-105.6158,8,7,SEVEN MILE
Lightning,"2,002","2,002",< 0.25 acres,1,63,48.74,-117.7356,8,0,GHOST
Lightning,"2,002","2,002",0.5 - 10 acres,1,204,34.6017,-110.9492,8,3,CABIN
Equipment Use,"2,002","2,002",< 0.25 acres,2,45,39.3181,-120.5678,8,0,CISCO
Lightning,"2,002","2,002",< 0.25 acres,1,81,47.8536,-116.0406,8,0,POND RIDGE
Arson,"2,002","2,002",0.5 - 10 acres,7,34,31.4708,-93.7906,8,2,HORNET #2
Lightning,"2,002","2,002",< 0.25 acres,1,115,48.4503,-116.0539,8,0,FREZKAT
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,165,41.6372,-117.5411,8,3,BULLET
Lightning,"2,002","2,002",0.5 - 10 acres,1,84,48.8894,-116.7239,8,0,RED TOP
Equipment Use,"2,002","2,002",< 0.25 acres,2,5,47.0125,-121.5344,8,0,BUCK CREEK
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,149,34.3039,-118.3933,8,1,LOPEZ
Equipment Use,"2,002","2,002",< 0.25 acres,2,83,32.8214,-116.595,8,0,BRIDGE
Lightning,"2,002","2,002",< 0.25 acres,1,94,36.6647,-106.1803,8,0,YOLANDA SPRING FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,71,40.8856,-105.5614,8,0,CHICKEN PARK
Smoking,"2,002","2,002",< 0.25 acres,3,76,46.9369,-121.3608,8,0,UNION CREEK FALLS
Lightning,"2,002","2,002",< 0.25 acres,1,30,45.0292,-109.925,8,0,MILLER CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,86,48.7364,-116.8864,8,0,BEAVER  #8
Lightning,"2,002","2,002",< 0.25 acres,1,17,46.8281,-112.4578,8,0,COLD FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,92,45.8564,-117.1603,8,0,SANDY BEACHES
Lightning,"2,002","2,002",< 0.25 acres,1,69,43.5594,-110.13,8,0,PURDYS
Lightning,"2,002","2,002",< 0.25 acres,1,222,44.4058,-115.3922,8,0,COLTRANE
Lightning,"2,002","2,002",0.5 - 10 acres,1,121,35.4553,-107.4547,8,2,DADO
Campfire,"2,002","2,002",< 0.25 acres,4,65,48.6608,-120.5358,8,0,ROBINSON CREEK
Campfire,"2,002","2,002",< 0.25 acres,4,67,37.3,-118.9853,8,0,WARD
Lightning,"2,002","2,002",0.5 - 10 acres,1,70,42.7939,-110.705,8,3,THREE FORKS
Lightning,"2,002","2,002",< 0.25 acres,1,70,46.2742,-115.5606,8,0,5544B
Lightning,"2,002","2,002",< 0.25 acres,1,85,48.7719,-116.5733,8,0,DUTCH CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,86,46.4869,-114.315,8,0,BIG HIDDEN
Lightning,"2,002","2,002",100 - 300 acres,1,33,43.9583,-101.89,8,116,BAD RIVER
Lightning,"2,002","2,002",< 0.25 acres,1,41,39.5878,-106.3906,8,0,COUGAR RIDGE
Lightning,"2,002","2,002",< 0.25 acres,1,140,44.5969,-118.8472,8,0,OR-MAF-271
Campfire,"2,002","2,002",< 0.25 acres,4,38,38.2706,-119.835,8,0,MCCORMICK
Lightning,"2,002","2,002",< 0.25 acres,1,270,34.5264,-111.3275,8,0,VALLEY
Lightning,"2,002","2,002",< 0.25 acres,1,124,48.0392,-115.6806,8,0,EAST FORK ROCK
Lightning,"2,002","2,002",< 0.25 acres,1,110,45.5883,-104.1189,8,0,BLOCKER FIELD 2
Campfire,"2,002","2,002",< 0.25 acres,4,41,43.7683,-114.5856,8,0,BUC GULCH
Lightning,"2,002","2,002",0.5 - 10 acres,1,230,33.7017,-108.9183,8,2,NUTT
Lightning,"2,002","2,002",< 0.25 acres,1,54,48.6633,-117.5269,8,0,COYOTE ROCK
Lightning,"2,002","2,002",< 0.25 acres,1,71,46.275,-115.6483,8,0,LUNCH
Lightning,"2,002","2,002",< 0.25 acres,1,111,45.6286,-104.1478,8,0,POT HOLE
Lightning,"2,002","2,002",< 0.25 acres,1,11,44.7172,-107.2228,8,0,CAVE CREEK
Campfire,"2,002","2,002",< 0.25 acres,4,138,44.5686,-116.8839,8,0,CROW SPRINGS
Arson,"2,002","2,002",0.5 - 10 acres,7,44,42.9908,-121.4272,8,6,MOON
Arson,"2,002","2,002",0.5 - 10 acres,7,35,30.5964,-95.3433,8,0,BROWDER LOOP
Arson,"2,002","2,002",10 - 100 acres,7,45,30.9333,-93.1917,8,20,045 VERNON STATE 5
Lightning,"2,002","2,002",< 0.25 acres,1,32,37.6906,-107.2569,9,0,SQUAW CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,66,48.4606,-120.3067,9,0,THOMPSON RIDGE
Lightning,"2,002","2,002",< 0.25 acres,1,18,46.2297,-111.7744,9,0,NEWMAN
Campfire,"2,002","2,002",< 0.25 acres,4,87,47.9058,-116.5131,9,0,385 HOLIDAY
Lightning,"2,002","2,002",< 0.25 acres,1,35,43.2828,-122.3225,9,0,WATSON2
Arson,"2,002","2,002",< 0.25 acres,7,52,44.5558,-84.2956,9,0,BIG VALLEY
Campfire,"2,002","2,002",< 0.25 acres,4,37,45.2264,-121.9897,9,0,PLAZA
Lightning,"2,002","2,002",0.5 - 10 acres,1,85,38.4244,-119.4981,9,3,HAWKEYE
Campfire,"2,002","2,002",< 0.25 acres,4,6,47.7444,-121.1925,9,0,MARTIN
Lightning,"2,002","2,002",< 0.25 acres,1,38,34.6347,-119.2922,9,0,PINE
Lightning,"2,002","2,002",< 0.25 acres,1,174,35.7519,-106.6017,9,0,RANCH
Arson,"2,002","2,002",< 0.25 acres,7,234,33.7,-111.4667,9,0,MINE
Lightning,"2,002","2,002",< 0.25 acres,1,116,48.5836,-114.7181,9,0,KETOWKE MTN
Miscellaneous,"2,002","2,002",< 0.25 acres,9,130,34.2,-117.0997,9,0,BOWEN
Lightning,"2,002","2,002",< 0.25 acres,1,86,38.4839,-119.2664,9,0,ROUND
Smoking,"2,002","2,002",< 0.25 acres,3,205,34.3958,-110.3539,9,0,ARIPINE
Campfire,"2,002","2,002",< 0.25 acres,4,46,39.4169,-120.6336,9,0,LINDSEY
Lightning,"2,002","2,002",< 0.25 acres,1,118,48.8833,-115.7839,9,0,SLIM PETE
Miscellaneous,"2,002","2,002","> 5,000 acres",9,150,34.2608,-117.8531,9,"20,850",CURVE
Campfire,"2,002","2,002",< 0.25 acres,4,76,48.4014,-114.5847,9,0,JOHNSON CREEK
Campfire,"2,002","2,002",< 0.25 acres,4,84,43.9742,-122.5375,9,0,CHICHESTER
Campfire,"2,002","2,002",< 0.25 acres,4,84,32.8222,-116.5936,9,0,NELSON
Children,"2,002","2,002",0.5 - 10 acres,8,42,34.4161,-119.3708,9,4,CASITAS
Lightning,"2,002","2,002",< 0.25 acres,1,131,34.1614,-116.7031,9,0,RAINBOW
Lightning,"2,002","2,002",< 0.25 acres,1,89,47.1558,-115.6075,9,0,DAKOTA
Miscellaneous,"2,002","2,002",< 0.25 acres,9,68,37.4569,-119.5192,9,0,CHIEF
Miscellaneous,"2,002","2,002",10 - 100 acres,9,96,41.0447,-121.9508,9,58,IRON
Lightning,"2,002","2,002",< 0.25 acres,1,151,34.35,-117.8167,9,0,JIMMY
Lightning,"2,002","2,002",< 0.25 acres,1,72,40.6669,-105.3447,9,0,YOUNGS GULCH
Campfire,"2,002","2,002",< 0.25 acres,4,74,32.9883,-105.765,9,0,LA LUZ 2
Lightning,"2,002","2,002",< 0.25 acres,1,39,34.7803,-119.0992,9,0,ADAMS
Lightning,"2,002","2,002",0.5 - 10 acres,1,87,46.28,-114.2811,9,2,SHELF
Miscellaneous,"2,002","2,002",< 0.25 acres,9,152,34.3503,-117.8839,9,0,MOLE
Lightning,"2,002","2,002",0.5 - 10 acres,1,40,34.8108,-119.1764,9,9,SAWMILL
Equipment Use,"2,002","2,002","1,000 - 5,000 acres",2,153,34.5317,-118.6364,9,"1,043",POST
Lightning,"2,002","2,002",< 0.25 acres,1,120,48.2869,-115.9558,9,0,STANLEY PEAK
